rewardAC,¶ÜÊ×Ë®Æ½Æ«²î,¶ÜÖÐË®Æ½Æ«²î,¶ÜÎ²Ë®Æ½Æ«²î,¶ÜÊ×´¹Ö±Æ«²î,¶ÜÖÐ´¹Ö±Æ«²î,¶ÜÎ²´¹Ö±Æ«²î,time/s
645.53425,-11.04,-17.22,-20.99,11.78,17.29,20.65,41.052192
648.4845,-10.9,-17.19,-21.03,11.95,17.3,20.56,41.1544392
115.55525,10.31,19.56,17.37,17.63,18.01,18.24,12.1293788
644.668575,-10.82,-17.17,-21.05,11.82,17.27,20.6,41.0530594
641.999975,-10.8,-17.15,-20.98,11.91,17.26,20.54,41.119428
64.9019125,-8.45,-14.34,-37.96,-17.14,-17.41,-20.8,12.2595967
215.17295,7.08,-17.69,-32.81,6.59,17.84,24.71,17.6307757
-81.8492125,-19.41,-12.71,-28.91,9.56,-15.26,-33.64,28.7647245
14.73695,6.67,24.6,-0.84,-12.39,-18.26,-21.83,6.713198
158.989725,6.14,-3.69,-46.18,6.77,-15.09,-28.43,39.9595309
50.4627,-10.59,-11.18,-47.87,-17.02,-18.02,-18.63,12.2178081
35.6492,-11.66,-11.16,-47.19,-15.74,-18.04,-19.44,12.1756818
-2.256525,12.7,18.56,19.49,-16.46,-18.04,-19.04,12.4072172
59.471325,-8.4,-14.3,-37.92,-15.17,-17.43,-22.04,12.2234379
448.246925,7.57,-3.81,-47.24,10.41,17.14,21.25,39.5399918
3.1105875,14.73,18.54,18.22,-10.38,-18.14,-22.91,12.4763803
631.348,-11.28,-17.18,-20.75,11.93,17.24,20.51,41.0715267
115.55435,10.6,19.55,17.19,18.07,18,17.96,12.1779657
-12.95955,12.86,18.57,19.4,-15.01,-18.06,-19.96,12.3020315
116.7308875,6.18,-8.29,-53.75,2.26,17.34,26.55,23.1205899
118.65135,10.75,19.54,17.09,17.06,18.01,18.6,12.3198905
639.048375,-10.87,-17.14,-20.92,11.78,17.23,20.57,41.1293971
14.6658,7,24.65,-1.02,-12.67,-18.25,-21.66,6.7015412
644.778625,-10.89,-17.14,-20.91,11.77,17.23,20.57,41.0133362
169.45135,1.65,-13.45,-42.7,-17.62,-17.31,-20.35,17.8595013
-39.5425,-19.11,-11.03,-42.44,-15.62,-18.04,-19.51,12.3068154
163.8138,1.75,26.08,4.4,4.29,-17.07,-30.1,23.165456
-12.6953,12.92,18.57,19.37,-15.12,-18.07,-19.9,12.4255233
121.2531625,-1.02,-13.48,-41.13,-14.76,-17.27,-22.03,17.7690243
644.4491,-11,-17.19,-20.97,11.88,17.28,20.58,41.1061836
116.8434,4.94,25.09,1.21,17,18.63,16.43,12.17105
639.926,-11.22,-17.22,-20.88,12.18,17.32,20.45,41.0983875
642.6613625,-10.94,-17.15,-20.9,11.73,17.23,20.6,41.1506699
644.34975,-10.97,-17.19,-20.94,12.01,17.29,20.52,41.286086
19.7361375,14.4,18.55,18.43,-11.02,-18.14,-22.52,12.2232779
172.0367375,2.22,25.99,3.99,4.18,-17.11,-30.09,23.1547438
207.32235,1.3,26.02,4.56,4.55,-17.02,-30.18,23.5531434
217.9845,7.15,-17.69,-32.85,6.52,17.84,24.75,17.967406
640.700275,-10.91,-17.15,-20.92,11.92,17.25,20.52,41.0522861
65.893425,-8.07,-14.3,-38.13,-15.05,-17.43,-22.11,12.1721329
95.216225,-3.34,-13.46,-39.68,-14.19,-17.25,-22.35,17.7754962
115.7483,10.42,19.55,17.3,17.8,18.01,18.13,12.2999842
150.3555125,0.42,-13.46,-41.98,-16.99,-17.3,-20.72,17.9536042
116.4746,4.11,25.2,1.74,17.9,18,18.07,12.2049516
122.1402,7.72,-6.66,-52.3,-0.16,-16.83,-27,28.7491098
-1.18105,14.6,18.54,18.3,-11.45,-18.13,-22.23,12.2021231
119.5067,4.23,25.22,1.71,18.04,18,17.98,12.3216559
-38.7645625,-19.7,-11.04,-42.08,17.91,18,18.06,12.1598427
648.9202,-10.64,-17.11,-21.02,11.73,17.22,20.59,41.2980694
644.754425,-10.96,-17.16,-20.91,11.77,17.24,20.6,41.0023669
17.69915,6.71,24.61,-0.81,12.53,18.79,19.41,6.8058035
151.7693125,8.77,-6.59,-52.83,-0.44,-16.85,-26.86,28.6933077
14.66965,6.68,24.69,-0.74,-12.44,-18.26,-21.81,6.7994843
-37.1355625,-18.62,-11.1,-42.85,16.81,18.02,18.76,12.238059
116.44725,4.55,25.19,1.46,17.51,18.01,18.32,12.2151957
170.4117875,1.45,26.1,4.6,4.72,-17.01,-30.27,23.2987063
108.72255,11.43,24.97,-2.97,-11.38,-18.09,-22.19,12.2094452
119.38685,4.32,25.22,1.66,17.49,18.01,18.33,12.2718409
116.4097,4.31,25.19,1.61,17.45,18.01,18.36,12.093926
115.69135,10.4,19.55,17.31,17.66,18.01,18.22,12.1831652
214.639525,1.52,26.1,4.56,4.38,-17.03,-30.09,23.2900921
116.5016,4.39,25.19,1.56,17.7,18.01,18.2,12.1657783
-14.03735,16.51,18.51,17.08,-15.1,-18.06,-19.9,12.3170532
115.6255,10.69,19.55,17.13,17.66,18.01,18.22,12.1539678
-4.4920125,15.04,18.53,18.01,-10.61,-18.11,-22.72,12.4227494
211.598325,7.1,-17.69,-32.78,6.05,17.83,24.99,17.8806531
116.55395,5.14,25.09,1.08,16.84,18.63,16.53,12.172106
-12.3207125,15.75,18.52,17.56,-11.83,-18.11,-21.97,12.3702759
153.2187875,6.94,-8.36,-54.31,3.56,17.42,25.88,23.1452397
79.7312,-4.75,-13.48,-38.86,-16.01,-17.28,-21.28,17.8479527
51.0574125,8.76,-6.65,-52.82,-2.44,16.66,28.32,28.6347172
-38.879625,-20.99,-11.02,-41.16,17.63,18.01,18.24,12.221552
35.95615,-12.41,-11.15,-46.7,17.42,18.01,18.38,12.4021517
116.53005,4.67,25.09,1.38,16.87,18.63,16.52,12.2789028
115.59035,11.06,19.55,16.89,17.61,18.01,18.25,12.1724576
29.4237875,-13.13,-11.19,-46.35,17.26,18.01,18.47,12.2612141
-37.8711125,-18.36,-11.06,-42.93,17.12,18.01,18.56,12.2422613
116.658,4.63,25.09,1.4,16.87,18.63,16.51,12.0929279
115.6512,10.29,19.55,17.38,17.47,18.01,18.34,12.2492013
177.479875,2.3,26.1,4.1,3.92,-17.08,-29.9,23.0967843
207.506425,1.73,26.11,4.45,4.6,-17.02,-30.21,23.3098345
-47.1591625,-22.59,-9.36,-37.95,4.5,-17.02,-30.15,23.2581756
181.157475,7.65,-3.97,-47.58,5.23,16.59,23.52,39.6114116
115.701,10.45,19.55,17.28,17.92,18,18.05,12.2830187
173.9226,7.72,26.32,1.15,-0.19,-17.25,-27.67,23.1301624
168.5207625,8.72,-6.55,-52.65,2.92,16.99,25.58,28.8623535
641.851675,-10.78,-17.17,-21.06,11.81,17.27,20.61,41.206365
159.89065,8.68,-6.45,-52.48,1.72,16.88,26.14,28.6670213
14.70165,6.61,24.62,-0.74,12.21,18.81,19.63,6.8005216
648.5007,-10.85,-17.15,-20.96,11.9,17.26,20.54,41.1158031
645.19305,-11.1,-17.19,-20.87,12.11,17.29,20.47,41.1487145
23.9774375,-12.91,-11.2,-46.49,15.39,18.04,19.66,12.2159063
116.58195,4.62,25.09,1.41,16.84,18.63,16.53,12.2108704
116.58145,4.53,25.09,1.47,17.14,18.63,16.34,12.2177523
-38.0999875,-20.34,-10.97,-41.58,-17.35,-18.01,-18.41,12.1498738
150.8790125,7.41,-8.34,-54.57,3.7,17.42,25.8,23.2897399
-36.3814875,-20.79,-11.02,-41.39,14.71,18.05,20.08,12.1921151
146.352225,10.36,25.61,-1.35,-7.31,-17.85,-24.29,17.8220458
28.88935,-13.52,-11.19,-46.1,17.11,18.02,18.57,12.1760818
648.4711,-10.86,-17.15,-20.95,11.86,17.25,20.56,41.1270664
644.23695,-10.96,-17.16,-20.91,12.05,17.27,20.48,41.1407107
134.6550875,7.16,-8.45,-54.49,2.28,17.39,26.61,23.4607082
-5.55175,19.04,18.47,15.48,-13.82,-18.08,-20.71,12.2156597
115.61155,10.84,19.55,17.03,17.48,18.01,18.34,12.1087441
649.0236,-10.81,-17.15,-20.97,11.56,17.22,20.69,41.1053427
648.7777,-10.85,-17.18,-21.05,11.65,17.26,20.69,41.0733947
14.75485,6.55,24.62,-0.7,12.21,18.81,19.63,6.7313688
-2.02945,18.46,18.48,15.84,-8.92,-18.15,-23.81,12.6702156
119.76435,4.84,25.12,1.32,17.34,18.63,16.22,12.3493946
139.1775625,7.24,-8.25,-54.33,3.25,17.38,26.01,23.106618
640.2697,-11.45,-17.23,-20.72,11.86,17.26,20.57,41.1219149
133.2688125,8.63,-6.56,-52.69,1.86,16.92,26.11,28.5634188
45.5676375,-10.9,-11.11,-47.57,-16.07,-18.03,-19.22,12.3805179
164.4066375,8.74,-6.49,-52.67,-0.9,-16.86,-26.59,28.7148722
127.98045,6.94,-6.71,-51.91,-1.13,-16.9,-26.51,28.5925983
17.6138,6.41,24.75,-0.54,12.91,18.22,21.49,6.907176
648.5558,-10.8,-17.19,-21.09,11.85,17.29,20.62,41.0866168
131.3768625,7.99,-8.22,-54.65,1.6,17.31,26.9,23.2778299
116.3786,4.14,25.17,1.67,18.09,18,17.95,12.2025399
647.6623,-11.27,-17.24,-20.89,12.12,17.33,20.5,41.1082378
188.7143375,6.78,-12.16,-43.89,1.19,-16.43,-30.41,23.1298772
647.92645,-11.01,-17.21,-21,12.24,17.34,20.45,41.1043244
-38.65755,-16.78,-14.14,-32.55,-16.83,-17.4,-20.98,12.4396759
-38.8812375,-19.37,-14.13,-30.96,-16.67,-17.41,-21.08,12.217229
-13.85235,18.79,18.48,15.63,-9.33,-18.14,-23.55,12.4179378
12.996825,8.63,-6.45,-52.53,-4.24,16.48,29.12,28.6805134
118.46065,10.72,19.55,17.11,17.8,18.01,18.13,12.4034474
115.5956,10.48,19.55,17.26,17.74,18.01,18.17,12.203383
120.3946,11.96,24.97,-3.3,-13.1,-18.07,-21.1,12.3912046
120.54805,1.04,-7.18,-49.05,-16.57,-17.91,-18.72,28.5628871
119.44195,4.26,25.22,1.69,18.29,18,17.83,12.7050303
177.2543,2.79,-13.43,-43.38,-16.87,-17.3,-20.79,17.7256267
158.9279375,7.52,26.24,1.14,0.78,-17.21,-28.19,23.2678724
-37.8576125,-21.22,-10.95,-41.02,-13.85,-18.06,-20.63,12.1620887
-4.3586375,16.65,18.51,16.99,-9.58,-18.14,-23.4,12.325697
33.300925,-11.4,-11.1,-47.25,-14.8,-18.05,-20.03,12.1507535
200.1520625,1.67,26.11,4.48,5.24,-16.99,-30.55,23.2935818
173.68205,9.06,26.38,0.42,-0.68,-17.27,-27.4,23.2786654
116.5546,4.04,25.2,1.78,17.64,18.01,18.23,12.1882744
115.64695,10.66,19.55,17.15,17.66,18.01,18.22,12.1809393
119.52255,4.45,25.12,1.57,17.05,18.63,16.4,12.2804433
-43.7909,17.35,18.61,16.64,-12.39,-17.8,-21.12,23.1679088
116.3814,4.53,25.09,1.47,16.99,18.63,16.44,12.1869116
118.56985,10.5,19.55,17.25,18.04,18,17.98,12.3779655
648.1776,-10.66,-17.13,-21.04,12.15,17.29,20.44,41.3260276
84.4283,11.38,25.09,-2.75,-8.68,-18.12,-23.87,12.3476123
32.9066625,-12.59,-11.14,-46.59,16.53,18.02,18.93,12.1445489
172.472775,9.7,26.45,0.13,1.68,-17.14,-28.63,23.3650434
202.0694375,1.45,26.1,4.6,4.39,-17.03,-30.09,23.0705862
13.9250375,15.46,18.53,17.75,-7.75,-18.17,-24.55,12.3957061
116.33315,4.55,25.19,1.46,17.62,18.01,18.25,12.2733892
637.60705,-10.95,-17.15,-20.9,12.12,17.27,20.44,41.0961192
-8.1215125,19.99,18.45,14.86,-7.89,-18.18,-24.49,12.2683908
223.0178875,1.53,26.04,4.48,4.15,-17.11,-30.07,23.0944906
-12.435425,-23.75,-10.94,-39.34,4.41,18.17,26.56,12.4432268
-42.673975,-27.08,-14.02,-26.07,-24.71,-17.29,-16,12.1769206
158.4305,1.98,26.12,4.31,5.03,-17,-30.44,23.2100024
638.216125,-11.03,-17.17,-20.88,12.3,17.3,20.37,41.1783227
-17.9213875,-15.34,-11.1,-44.85,18.91,17.99,17.43,12.1719748
648.29915,-10.91,-17.21,-21.06,11.99,17.32,20.57,41.0999866
14.8263,6.56,24.62,-0.71,12.11,18.81,19.7,6.7396603
226.10685,1.45,26.02,4.48,4.71,-17.01,-30.27,23.2041515
-39.0997875,-21.02,-11.06,-41.32,18.97,17.99,17.39,12.1827868
103.1455,5.43,-6.7,-51,9.99,-16.13,-32.06,29.094429
116.5795,4.96,25.09,1.19,16.67,18.63,16.64,12.1471635
644.433575,-10.99,-17.18,-20.91,12.09,17.29,20.48,41.1606488
9.2051125,16.17,18.52,17.3,-7.32,-18.19,-24.86,12.1419056
176.7591625,6.06,26.18,1.94,3.88,-17.08,-29.87,23.2235129
63.3898,-8.59,-14.34,-37.88,-16.19,-17.42,-21.4,12.1294287
115.89315,10.31,19.55,17.37,18.06,18,17.97,12.5524086
119.27275,4.46,25.19,1.52,18.09,18,17.95,12.4777687
161.534725,10,26.34,-0.2,4.09,-17.07,-29.99,23.1659896
645.0163,-10.75,-17.17,-21.09,11.64,17.26,20.69,41.0991516
14.69125,6.72,24.61,-0.81,12.52,18.79,19.42,6.7625794
-3.637775,17,18.5,16.76,-11.34,-18.14,-22.32,12.2295547
57.5460875,-7.68,-10.12,-47.97,-14.81,-17.96,-19.88,17.7472783
638.125725,-11.22,-17.23,-20.9,12.2,17.33,20.46,41.1423337
116.39035,4.86,25.19,1.26,17.27,18.01,18.47,12.2913348
29.8729375,-14.06,-10.25,-44.2,16.88,17.99,18.66,17.625932
643.976775,-10.99,-17.2,-20.99,12.27,17.34,20.42,41.0445164
116.6213,4.48,25.1,1.5,16.35,18.64,16.84,12.325093
101.1473,6.12,-12.19,-43.53,2.83,-16.36,-31.3,23.2655438
115.56815,10.71,19.55,17.12,17.99,18,18.01,12.2057406
-49.6689875,-23.01,-9.43,-37.79,4.86,-17.04,-30.4,23.298736
648.56745,-10.91,-17.16,-20.93,11.86,17.25,20.56,41.121742
14.7376,6.73,24.69,-0.77,-12.37,-18.26,-21.85,6.7549036
-11.85335,-15.42,-11.16,-44.78,16.11,18.03,19.2,12.2388902
638.3978,-11.04,-17.21,-20.97,12.2,17.33,20.46,41.1020047
-9.000375,15.59,18.53,17.67,-12.11,-18.12,-21.81,12.1396729
-9.6344875,19.13,18.47,15.41,-13.41,-18.09,-20.99,12.344842
7.3677125,-14.86,-11.17,-45.14,16.65,18.02,18.86,12.1225198
-39.7541,-21.01,-11.02,-41.25,16.09,18.03,19.21,12.3114177
8.994075,15.16,18.53,17.94,-7.49,-18.19,-24.75,12.28553
208.2617875,1.73,26.11,4.45,4.1,-17.04,-29.93,23.2502777
129.3861,7.06,-6.7,-51.97,9.38,-16.21,-31.82,28.7215027
-37.7272,-21.22,-11.06,-41.09,15.95,18.03,19.31,12.3922408
644.488925,-10.87,-17.15,-20.93,12.05,17.27,20.47,41.0288785
13.193075,15.2,18.53,17.92,-8.18,-18.18,-24.31,12.1604699
335.876425,19.29,18.82,15.73,-17.47,-18,-18.32,28.7570295
638.5416,-10.92,-17.15,-20.91,12.16,17.28,20.42,41.149279
17.3700375,-13.35,-11.19,-46.21,15.89,18.04,19.34,12.1471256
-40.7086625,-22.64,-14.08,-28.89,-17.67,-17.39,-20.45,12.4009417
-39.205525,-21.93,-14.11,-29.38,-17.07,-17.41,-20.84,12.1645815
643.888,-11.21,-17.23,-20.92,12.29,17.35,20.43,41.2225053
14.8068,6.84,24.58,-0.96,12.58,18.8,19.38,6.7261161
-21.4657875,-16.35,-11.03,-44.1,-14.48,-18.05,-20.23,12.3648655
175.1032125,6.72,26.2,1.58,4.04,-17.08,-29.96,23.2572895
73.3196375,-8.5,-14.34,-37.94,-16.27,-17.42,-21.35,12.2145758
22.764225,-0.6,-8.51,-49.98,4.26,-17.07,-30.08,23.1523631
218.8886,1.2,25.98,4.58,4.25,-17.07,-30.07,23.1638603
116.67515,4.59,25.19,1.44,18.05,18,17.98,12.234547
194.645425,0.88,25.97,4.76,5.42,-17.02,-30.71,23.1541038
116.5753,4.79,25.09,1.31,17.02,18.63,16.42,12.2243901
-39.86835,-27.5,-10.86,-37.03,-16.53,-18.02,-18.93,12.3098413
639.242175,-10.75,-17.16,-21.08,11.66,17.26,20.67,41.0574174
14.7629,6.58,24.61,-0.78,-12.14,-18.27,-22.01,6.6652946
119.4089,4.74,25.09,1.34,17.09,18.63,16.37,12.3820265
70.1008375,12.09,-10.74,-44.94,8.52,-15.42,-33.27,28.5995245
119.53735,4.15,25.13,1.76,16.92,18.63,16.49,12.3799291
-79.3660375,-19.16,-12.66,-28.99,9.13,-15.24,-33.35,28.6729855
116.4652,3.99,25.22,1.86,18.19,18,17.89,12.5173696
115.72995,10.43,19.55,17.3,17.86,18,18.09,12.1926139
189.988075,1.13,26.01,4.66,4.92,-17,-30.38,23.2651977
647.9891,-11.07,-17.19,-20.88,12.29,17.31,20.39,41.0390394
639.997475,-11.18,-17.21,-20.9,12.33,17.33,20.39,41.3848185
118.4454,10.38,19.55,17.33,17.87,18,18.08,12.385902
116.51275,4.52,25.19,1.48,17.89,18,18.08,12.1696933
176.506725,1.43,26.02,4.49,4.41,-17.02,-30.1,23.2886779
24.19125,-0.02,-8.57,-50.42,3.98,-17.11,-29.98,23.1211416
181.56545,15.27,18.56,17.73,5.77,-15.81,-28.97,34.2176066
-40.1102875,16.08,18.54,17.34,-12.33,-17.94,-21.38,17.5915836
645.2374,-11.09,-17.17,-20.84,12.11,17.27,20.44,41.1255502
636.502025,-11.08,-17.2,-20.94,12.04,17.3,20.51,41.1386725
14.6792,6.73,24.69,-0.77,-12.45,-18.25,-21.8,6.7995206
-39.38885,-24.32,-11,-39.22,17.86,18,18.09,12.2718119
115.66455,10.85,19.55,17.03,17.39,18.01,18.39,12.2134474
-38.87835,-20.73,-11.07,-41.4,17.95,18,18.03,12.2282067
116.6356,4.71,25.07,1.31,17.12,18.62,16.35,12.5639725
119.398,4.33,25.22,1.65,18.17,18,17.9,12.2825319
22.0506875,-0.67,-8.6,-50.06,4.31,-17.1,-30.16,23.1532539
-20.3801,17.05,18.66,16.85,6.71,-16.38,-30.46,28.6493075
-38.014675,-20.66,-11.02,-41.37,16.38,18.02,19.03,12.3376347
647.99785,-11.22,-17.23,-20.9,11.98,17.3,20.55,41.1345907
-38.80955,-20.71,-11.02,-41.33,17.12,18.01,18.55,12.4534813
576.505675,-10.85,-17.18,-21.05,14.28,17.57,19.57,41.1903709
-42.020575,20.85,18.59,14.52,-9.14,-17.92,-23.29,17.8491148
26.5886625,-13.4,-11.13,-46.08,16.98,18.02,18.65,12.3298331
644.081025,-11.16,-17.22,-20.92,12.11,17.32,20.49,41.0881341
14.76485,6.73,24.69,-0.77,-12.22,-18.27,-21.96,6.6961285
-42.081775,-29.71,-13.97,-24.39,-17.3,-17.39,-20.67,12.6887069
116.6382,4.27,25.17,1.59,17.84,18,18.12,12.2737188
116.29975,4.72,25.16,1.31,17.82,18,18.13,12.1517685
14.539125,14.49,18.54,18.37,-7.51,-18.19,-24.73,12.2000598
-46.5507875,-18.07,-13.12,-30.28,4.58,-16.2,-32.12,23.2044397
116.4854,4.44,25.19,1.53,17.81,18,18.13,12.1963269
116.6735625,6.84,-8.27,-54.03,1.94,17.33,26.71,23.322383
-35.7348125,-22.11,-11,-40.45,14.71,18.05,20.08,12.1633403
-40.324925,-33.17,-10.81,-33.49,8.73,18.11,23.84,12.3066993
-38.7927125,-20.44,-11.03,-41.51,17.22,18.01,18.49,12.1438441
119.15945,7.24,-10.98,-42.38,9.09,-15.34,-33.48,28.9286408
-37.5015625,-20.69,-11.02,-41.35,16.42,18.02,19,12.3832024
-77.7159375,-15.66,-12.46,-30.79,10.39,-15.2,-34.05,28.6190164
-39.3537,-27.57,-10.92,-37.09,14.65,18.05,20.12,12.2277607
-5.411725,13.2,18.57,19.2,-17.8,-18.03,-18.19,12.187707
106.981525,12.69,25.68,-2.67,-2.33,-17.76,-27.17,17.7894878
618.70875,-11.08,-17.17,-20.84,12.42,17.31,20.31,41.1974475
116.6319,10.57,25.73,-1.3,-0.96,-17.74,-27.97,17.9264936
116.5586,5.02,25.06,1.11,16.94,18.63,16.46,12.2240221
648.524,-10.69,-17.11,-20.99,12.05,17.26,20.46,41.0819558
14.7057,6.7,24.61,-0.8,12.22,18.81,19.62,6.6856041
-9.0001625,17.79,18.49,16.27,-7.94,-18.16,-24.43,12.3407452
-38.7895375,-20.44,-11.07,-41.58,17.04,18.02,18.61,12.1569904
115.76505,11.06,19.54,16.9,18.22,18,17.86,12.5367222
-38.2175125,-16.46,-14.18,-32.81,-17.47,-17.39,-20.58,12.3609371
116.73385,4.46,25.1,1.51,17.11,18.63,16.36,12.2642071
21.28255,-12.82,-11.2,-46.54,15.68,18.04,19.48,12.2256339
115.7518,10.49,19.55,17.25,17.6,18.01,18.26,12.2026117
-40.032725,-25.37,-10.89,-38.38,-14.83,-18.05,-20.01,12.3044452
116.4922,4.69,25.09,1.37,17.04,18.63,16.4,12.151742
-30.09585,-8.69,-8.77,-45.47,4.32,-17.03,-30.05,23.2353042
203.695225,1.57,26.07,4.5,4.11,-17.07,-30,23.202377
-38.771175,-22.22,-11.04,-40.55,15.34,18.04,19.69,12.5059863
116.5449,4.55,25.19,1.46,17.78,18,18.15,12.2087254
119.2345,4.89,25.19,1.25,16.11,18.03,19.21,12.380565
648.36565,-10.72,-17.17,-21.11,12.1,17.32,20.5,41.0586856
116.63755,4.63,25.09,1.4,17.21,18.62,16.3,12.2039132
119.46545,4.49,25.12,1.54,17.28,18.63,16.26,12.2621755
-39.67655,-17.13,-14.17,-32.38,-16.44,-17.41,-21.23,12.3392134
115.6525,10.47,19.56,17.27,17.26,18.01,18.48,12.1027878
630.5856,-11.17,-17.18,-20.81,12.11,17.27,20.44,41.0743151
-84.4368875,-16.01,-9.33,-41.85,19.94,18.08,16.94,23.0650453
644.81265,-10.73,-17.13,-20.99,11.94,17.25,20.51,41.2037819
638.00505,-11.21,-17.18,-20.79,12.42,17.31,20.31,41.1306942
116.4566,4.86,25.16,1.22,17.24,18.01,18.5,12.2294827
-10.4174875,-21.88,-11,-40.7,1.38,18.24,28.52,12.1905141
189.054325,1.64,26.06,4.42,3.86,-17.01,-29.75,23.3650725
643.995675,-11.26,-17.24,-20.89,12.17,17.33,20.48,41.1320375
77.0532,8.01,-8.32,-54.81,0.04,17.27,27.79,23.2431334
113.5841,4.43,25.19,1.54,18.13,18,17.92,12.3524672
207.6234875,1.58,26.07,4.49,4.47,-17.06,-30.2,23.2175336
-134.2449625,-18.11,-6.56,-36,13.29,17.45,19.99,41.1302886
58.335825,5.4,-12.29,-43.24,4.79,-16.32,-32.43,23.164444
118.55245,10.41,19.55,17.31,17.61,18.01,18.25,12.4270274
312.2584125,-0.4,26.5,6.12,10.69,-15.99,-32.27,28.7097606
173.51935,3.05,26.17,3.73,4.25,-17.03,-30.02,23.0699407
118.4175,11.06,19.54,16.89,17.45,18.01,18.35,12.3691937
116.52875,4.3,25.1,1.62,17.19,18.62,16.31,12.2432509
116.5355,4.74,25.19,1.34,17.77,18,18.16,12.2057098
30.518325,-13.33,-11.19,-46.22,17.31,18.01,18.44,12.2032663
173.538,5.62,26.2,2.24,5.14,-17.07,-30.62,23.1533154
118.74395,10.72,19.54,17.11,17.99,18,18.01,12.468809
107.727425,5.8,-6.58,-51.04,9.81,-16.1,-31.9,28.6702827
143.994575,8.72,-6.38,-52.5,10.9,-16.02,-32.44,28.5271958
164.7669625,5.79,26.17,2.08,3.83,-17.08,-29.85,23.2240115
116.64245,4.48,25.1,1.5,17.24,18.62,16.28,12.2082462
119.5417,4.22,25.12,1.71,16.82,18.63,16.55,12.3723998
647.6004,-11.24,-17.23,-20.89,12.35,17.34,20.39,41.1034655
14.8559,6.67,24.61,-0.78,12.31,18.8,19.56,6.7515899
115.78855,10.91,19.54,16.99,17.77,18.01,18.15,12.4844378
210.4330375,1.38,26.06,4.6,4.34,-17.06,-30.12,23.1946915
174.0575375,1.33,26.12,4.7,4.95,-16.96,-30.34,23.436608
115.59765,10.47,19.55,17.27,17.62,18.01,18.24,12.274267
639.813725,-11.16,-17.17,-20.8,12.4,17.3,20.31,41.1983168
631.4701375,-11.2,-17.22,-20.91,11.87,17.29,20.59,41.1171735
-44.815325,-19.8,-13.25,-29.43,3.52,-16.33,-31.68,23.0844041
119.47135,4.77,25.21,1.37,17.73,18,18.18,12.2796675
-47.03585,17.39,18.55,16.57,-11.8,-17.94,-21.71,17.5915478
177.3872,5.09,26.18,2.51,4.27,-17.03,-30.02,23.3163089
153.46725,8.26,25.62,-0.07,-1.69,-17.75,-27.54,17.8233169
634.325275,-11.34,-17.25,-20.86,12.08,17.32,20.52,41.1277657
648.0256,-11,-17.21,-21,12.16,17.33,20.48,41.1033334
18.82075,-13.61,-11.18,-46.04,16.19,18.03,19.16,12.2196008
-9.630475,21.31,18.43,14.02,-15.92,-18.05,-19.39,12.1686193
