rewardAC,¶ÜÊ×Ë®Æ½Æ«²î,¶ÜÖÐË®Æ½Æ«²î,¶ÜÎ²Ë®Æ½Æ«²î,¶ÜÊ×´¹Ö±Æ«²î,¶ÜÖÐ´¹Ö±Æ«²î,¶ÜÎ²´¹Ö±Æ«²î,time/s
187.8651625,16.61,-16.61,-36.84,4.06,17.41,25.54,23.3022206
-38.6258125,-20.29,-10.97,-41.61,-15.21,-18.04,-19.76,12.1568246
214.318825,1.5,26.06,4.49,4.7,-16.98,-30.2,23.6022524
195.345925,1.62,26,4.35,3.99,-17.08,-29.93,23.3549787
183.6253,1.58,26.07,4.49,3.96,-17.08,-29.92,23.0947741
-36.2215625,-16.47,-13.65,-31.98,9.07,-16.89,-35.95,17.847391
648.10305,-10.93,-17.15,-20.91,12.29,17.29,20.36,41.1518895
14.8696,6.61,24.62,-0.74,12.25,18.81,19.6,7.1146993
643.96015,-11.09,-17.22,-20.97,12.16,17.33,20.48,41.1968542
127.8278625,8.55,-8.29,-55.19,1.52,17.34,26.99,23.2839086
644.50705,-10.92,-17.19,-21.02,11.99,17.3,20.54,41.0678443
115.72575,10.21,19.56,17.43,17.6,18.01,18.26,12.1859149
118.55195,10.09,19.56,17.51,18.11,18,17.93,12.3571495
68.5027625,12.02,-10.58,-44.66,8.79,-15.31,-33.25,28.7662278
163.3535875,4.52,26.11,2.78,4.39,-17.06,-30.15,23.1516982
169.1089625,1.84,26.11,4.39,4.65,-17.01,-30.23,23.2998888
116.5554,4.62,25.09,1.41,17.34,18.62,16.22,12.1815256
119.66145,4.6,25.09,1.43,17.4,18.62,16.18,12.2369938
222.5615625,2.94,26.02,3.6,4.11,-17.11,-30.05,23.1992159
306.7309,0.33,26.58,5.82,10.36,-16.06,-32.18,28.7823963
-38.8166,-21.3,-11.01,-41.07,17,18.02,18.63,12.1865753
119.48135,5.01,25.09,1.16,16.97,18.63,16.45,12.3846116
115.4786,11.09,19.55,16.88,17.81,18.01,18.13,12.171265
636.293625,-11.06,-17.16,-20.84,12.25,17.28,20.37,41.0983019
156.41375,10.48,18.46,20.64,-17.71,-18.02,-18.24,17.6579147
106.156875,6.69,-8.27,-53.94,2.02,17.33,26.67,23.3237644
183.1084875,7.74,26.36,1.19,3.32,-17.07,-29.51,23.5539299
69.695225,12.69,-10.54,-45,8.68,-15.32,-33.2,28.725536
647.7223,-11.24,-17.23,-20.89,12.36,17.35,20.39,41.1135705
17.63795,6.55,24.72,-0.69,12.86,18.24,21.54,6.8467662
-63.737375,-13.43,-7.88,-41.4,9.68,-16.1,-31.83,28.5721102
161.648825,6.37,26.35,1.98,5.05,-16.96,-30.39,23.6523462
116.62135,4.84,25.06,1.22,17.12,18.62,16.35,12.2279485
28.9975375,-12.29,-11.15,-46.78,15.82,18.03,19.38,12.221011
16.8758875,15.25,18.53,17.88,-8.57,-18.17,-24.06,12.2578834
116.58855,4.55,25.09,1.46,17.17,18.62,16.33,12.1541259
384.2479625,-5.32,26.16,8.58,7.72,-16.2,-30.8,28.7984273
115.72895,10.5,19.55,17.25,17.63,18.01,18.24,12.2076429
119.49145,4.44,25.12,1.57,17.28,18.63,16.26,12.3839868
163.0427875,8.94,26.3,0.37,4.01,-17.08,-29.94,23.4471092
16.8588375,14.49,18.54,18.37,-7.73,-18.18,-24.6,12.1599362
26.964475,-0.33,-8.5,-50.13,4.79,-17.04,-30.37,23.2506559
118.69125,10.44,19.55,17.29,17.67,18.01,18.21,12.4210565
116.5722,4.77,25.09,1.32,17.27,18.62,16.26,12.2933513
116.4986,4.58,25.09,1.44,17.27,18.62,16.26,12.1629972
-54.258175,-17.47,-10.18,-42.03,15.37,17.96,19.54,17.8490489
113.554325,11.69,25.62,-2.14,-1.56,-17.77,-27.66,17.6500014
64.23975,6.82,-6.61,-51.7,6.57,-16.35,-30.34,28.6918025
-37.7976125,-19.66,-10.99,-41.92,17.83,18,18.11,12.28081
-39.2705125,-16.17,-9.09,-41.42,5.15,-16.99,-30.5,23.1845701
116.46165,4.62,25.19,1.42,17.86,18,18.1,12.1825118
-13.1292,15.64,18.52,17.63,-13.03,-18.08,-21.2,12.4065654
105.4612625,6.84,-6.71,-51.86,7.25,-16.35,-30.75,28.6307632
644.3198,-10.95,-17.15,-20.9,12.16,17.28,20.42,41.2112452
115.6025,10.39,19.55,17.32,17.59,18.01,18.26,12.4454641
318.1983625,-0.67,26.48,6.26,9.07,-16.11,-31.47,28.7016079
115.7645,10.63,19.55,17.16,17.48,18.01,18.34,12.1992307
-58.1904875,24.68,19.44,13.4,5.36,-15.85,-28.78,34.4286589
-39.645875,-20.34,-11.03,-41.67,15.72,18.03,19.45,12.404949
220.45635,1.52,26.07,4.52,3.91,-17.08,-29.89,23.1384373
-35.6919875,12.06,18.4,19.52,10,-16.85,-33.25,23.5183321
-39.0447875,-18.29,-14.15,-31.65,-18.59,-17.38,-19.87,12.1232347
115.56355,10.56,19.55,17.21,17.71,18.01,18.19,12.1708961
-19.8548625,-11.71,-12.75,-33.58,-18.59,-17.24,-19.66,23.2723804
14.7442,6.82,24.58,-0.94,12.26,18.81,19.6,6.6572314
-48.9138625,-13.99,-8.05,-41.29,7.83,17.32,23.12,28.7754815
95.9551375,8.18,-8.21,-54.76,0.82,17.28,27.32,23.0543378
171.2932375,7.69,26.32,1.17,4.74,-17.05,-30.34,23.3894803
116.60305,4.89,25.06,1.19,17.18,18.62,16.31,12.1683422
-10.9090375,-22.58,-10.89,-40.08,-5.32,-18.16,-25.99,12.3206809
-6.9536125,19.25,18.47,15.34,-6.32,-18.19,-25.46,12.3219377
-39.0878625,-20.36,-10.98,-41.48,17.47,18.01,18.34,12.2802476
648.5707,-10.59,-17.1,-21.03,12.11,17.26,20.43,41.108187
14.7997,6.42,24.73,-0.6,12.66,18.24,21.68,6.772221
116.5454,4.6,25.09,1.43,17.21,18.62,16.3,12.2814657
641.6825,-11.2,-17.17,-20.78,12.51,17.31,20.26,41.0941741
636.8119,-11.25,-17.23,-20.88,12.25,17.33,20.43,41.0893268
115.79885,10.5,19.55,17.25,17.89,18,18.07,12.2460389
115.74675,10.38,19.55,17.33,17.72,18.01,18.18,12.2480761
116.56055,4.32,25.19,1.61,17.79,18,18.15,12.1973713
-17.715225,-21.39,-10.91,-40.83,-8.49,-18.12,-23.99,12.3049116
-35.9889125,17.75,18.7,16.49,-4.04,-17.12,-25.1,28.9373728
149.47395,8.43,-8.4,-55.27,3.13,17.43,26.15,23.2043886
162.3911375,3.02,26.13,3.71,4.11,-17.07,-30,23.1855105
-38.0668625,-21.53,-11.05,-40.89,16.68,18.02,18.84,12.2100247
116.46035,4.35,25.19,1.59,17.35,18.01,18.42,12.1588644
120.1055,8.93,25.03,-1.32,15.93,18.64,17.11,12.3351959
131.321375,11.43,26.4,-0.98,5.14,-17.03,-30.56,23.1243155
94.61055,12.24,25.75,-2.28,-3.8,-17.78,-26.31,17.8495822
-46.293125,-12.04,-12.93,-33.65,5.74,-16.24,-32.88,23.2871236
116.65295,4.22,25.17,1.62,17.05,18.02,18.62,12.2606032
-26.540525,-20.83,-14.11,-30.03,-8.88,-17.52,-26.01,12.1113952
-37.01815,-29.22,-10.92,-36.1,4.61,18.21,26.51,12.1828025
-40.704925,-18.74,-11.1,-42.78,25.74,17.88,13.08,12.3062041
116.5165,4.58,25.19,1.44,17.75,18,18.17,12.1673136
9.663225,9.26,-7.9,-55.05,8.86,-16.79,-32.43,23.3184972
148.89275,10.03,-12.03,-45.65,16.43,-15.79,-38.68,23.2151289
-119.882675,12.68,18.29,18.84,-9.75,-17.11,-21.58,41.1445141
-50.198,-23.49,-9.4,-37.46,4.64,-17.01,-30.23,23.0973773
-37.3190125,-5.78,-8.64,-47.05,8.8,-16.83,-32.47,23.2342455
209.311975,1.42,26.02,4.5,4.35,-17.03,-30.07,23.3384002
115.32785,12.03,19.53,16.27,15.47,18.05,19.62,12.2295761
116.3607,4.09,25.2,1.75,18.25,18,17.85,12.1503537
118.55945,10.61,19.55,17.18,18.19,18,17.88,12.3505441
-7.5295,21.98,18.44,13.63,-6.82,-18.16,-25.11,12.5669282
50.6172,-12.85,-10.17,-44.83,16.79,17.98,18.71,17.6035439
-40.74275,-22.74,-10.99,-40.15,21.29,17.96,15.92,12.3748074
-13.29105,-15.31,-11.16,-44.86,17.06,18.01,18.6,12.3208214
59.3577,-10.19,-14.27,-36.79,-18.38,-17.38,-20,12.2458325
291.2247125,-0.36,26.5,6.13,10.01,-16.12,-32.07,28.6029601
643.59505,-11.21,-17.22,-20.9,12.39,17.35,20.37,41.0503874
193.7375625,1.2,26.05,4.7,4.34,-17.06,-30.12,23.7014717
116.40325,4.64,25.07,1.35,16.97,18.63,16.45,12.1917232
644.741875,-10.79,-17.14,-20.97,11.88,17.25,20.54,41.1784416
14.65505,6.66,24.62,-0.78,12.22,18.81,19.62,6.7174281
95.811225,11.8,24.97,-3.2,-10.29,-18.11,-22.88,12.2764781
118.62765,10.78,19.55,17.07,18.12,18,17.93,12.2831594
-39.1432625,-17.9,-14.16,-31.9,-19.55,-17.37,-19.26,12.1982995
143.1558125,7.25,-8.35,-54.39,2.69,17.38,26.34,23.1922279
113.7622,4.4,25.1,1.55,17.46,18.62,16.14,12.2902101
15.29745,14.29,18.54,18.49,-6.36,-18.19,-25.44,12.2152427
211.927325,2.18,26.13,4.21,4.5,-17.02,-30.15,23.3223548
173.8923875,5.07,26.18,2.54,4.02,-17.11,-30.01,23.1497764
122.8436125,17.04,26.63,-4.04,11.69,-16.76,-34.11,23.1256452
173.757,7.86,-8.12,-54.52,4.42,17.41,25.34,23.1753767
196.47365,1.27,26.09,4.7,4.6,-17.02,-30.21,23.4666334
3.9064625,16.89,18.5,16.84,-6.66,-18.2,-25.28,12.2487216
-181.2525,-18.99,-12.12,-28.12,-12.29,-16.49,-22.25,37.4814243
139.4681375,12.64,26.4,-1.71,1.47,-17.22,-28.61,23.0564214
116.5039,4.45,25.19,1.53,17.85,18,18.1,12.2270779
648.14825,-10.86,-17.16,-20.97,12.15,17.29,20.45,41.1401396
144.7144875,6.41,26.35,1.96,3.73,-17.02,-29.68,23.3941246
323.4589,-4.55,17.74,28.61,-10.05,-17.71,-22.39,23.1369818
268.883425,-7.32,26.02,9.58,6.54,-16.28,-30.21,28.8592854
116.5903,4.64,25.19,1.41,17.31,18.01,18.44,12.2619637
116.71965,5.21,25.08,1.04,16.82,18.63,16.55,12.1888138
-33.5864625,-16.14,-11.09,-44.34,18.32,18,17.8,12.3394575
89.479075,6.16,-8.29,-53.74,1.27,17.3,27.09,23.4842382
622.7726375,-11.16,-17.23,-20.94,12.41,17.36,20.38,41.1497426
86.5955625,5.02,-8.37,-53.17,9.4,-16.89,-32.94,23.1467295
119.3017,4.63,25.19,1.41,18.25,18,17.85,12.3423904
116.42555,4.88,25.06,1.2,17.48,18.62,16.12,12.1811538
118.5363,10.33,19.55,17.36,17.97,18,18.02,12.3566978
8.423875,-1.42,-8.63,-49.65,4,-17.11,-29.99,23.1840997
216.8699125,0.85,26.03,4.84,4.36,-16.99,-30.02,23.3087858
182.0602,2.46,26.07,3.97,4.2,-17.1,-30.11,23.0830493
-93.5324375,-26.65,-8.1,-33.61,-5.14,15.8,28.58,34.3460247
115.73425,10.53,19.55,17.23,17.65,18.01,18.22,12.2907054
11.48965,15.11,18.53,17.97,-8.22,-18.16,-24.25,12.2445313
130.9038625,8.66,-12.08,-44.91,9.27,-16.09,-34.8,23.092114
301.702675,-3.16,25.83,6.98,3.8,-17.05,-29.77,23.5595537
204.99895,1.39,26.06,4.59,5,-17.04,-30.48,23.1799055
215.6488625,1.56,25.99,4.39,4.69,-17.05,-30.31,23.1936982
222.94125,1.62,26.07,4.47,4.56,-17.05,-30.25,23.1085124
647.8903,-10.97,-17.17,-20.91,12.38,17.31,20.34,41.0495417
-8.7479125,20.13,18.46,14.78,-10.16,-18.13,-23.03,12.3158934
638.2939,-11.11,-17.18,-20.85,12.26,17.3,20.39,41.1471474
14.7935,6.83,24.69,-0.94,12.61,18.26,21.73,6.7733593
40.7244625,-10.6,-11.17,-47.85,17.78,18.01,18.14,12.3057974
115.53995,10.69,19.55,17.13,17.75,18.01,18.16,12.1271893
42.38535,-11.08,-11.11,-47.45,-15.51,-18.04,-19.58,12.3421601
53.2924,-7.68,-11.22,-49.7,17.55,18.01,18.29,12.2368514
115.65845,10.34,19.55,17.35,17.7,18.01,18.19,12.2017065
-61.470975,-23.46,-9.4,-37.48,9.56,-16.8,-32.88,23.3162447
1.84485,18.63,18.47,15.73,-6.11,-18.21,-25.63,12.2608115
642.2127,-10.84,-17.18,-21.06,12.38,17.35,20.38,41.0275475
644.329325,-10.96,-17.16,-20.89,12.17,17.28,20.42,41.1792164
136.8042125,8.52,-8.29,-55.17,2.82,17.39,26.28,23.1981673
642.5512,-10.75,-17.19,-21.13,12.14,17.34,20.51,41.1004006
648.4618,-10.83,-17.15,-20.97,12.04,17.27,20.48,41.176758
121.43205,-9.95,-9.1,-45.09,17.82,17.99,18.1,23.1598885
116.5445,5.1,25.09,1.11,17.15,18.62,16.34,12.2446815
648.61245,-10.85,-17.17,-21.04,11.71,17.26,20.65,41.2225489
58.9685125,9.26,-7.9,-55.04,10.59,-16.71,-33.36,23.4960242
-57.902475,-22.22,-9.39,-38.21,8.29,-16.9,-32.27,23.1370461
119.59695,4.43,25.12,1.58,17.37,18.63,16.2,12.4033885
4.3572625,-15.04,-11.16,-45.03,16.71,18.02,18.82,12.1763103
209.5543125,1.2,26.09,4.73,4.79,-17.01,-30.31,23.312475
167.5612,9.78,26.36,-0.03,5.16,-17.07,-30.63,23.1302176
-13.5194625,-15.19,-11.16,-44.94,15.16,18.04,19.81,12.2316035
642.2565,-10.98,-17.16,-20.89,12.23,17.29,20.39,41.0381405
-2.007675,-15.05,-11.16,-45.02,15.94,18.03,19.31,12.2166728
116.394,4.59,25.19,1.44,17.88,18,18.08,12.1598505
119.2851,4.55,25.19,1.46,17.91,18,18.07,12.30456
-64.8192125,-22.86,-13.38,-27.76,14.54,-15.87,-37.65,23.1137955
647.5436,-11.3,-17.19,-20.75,12.4,17.31,20.32,41.0826908
14.8289,6.56,24.7,-0.76,12.58,18.26,21.75,6.7240091
629.938175,-10.82,-17.19,-21.08,12.92,17.42,20.16,41.0804041
17.59485,6.48,24.73,-0.64,12.94,18.23,21.48,6.8391755
303.6406125,-1.47,26.43,6.69,6.33,-16.37,-30.22,28.6038837
-35.0363125,-21.75,-10.96,-40.6,12,18.07,21.78,12.4017829
-11.821475,-3.24,-7.17,-46.39,-4.53,16.42,29.21,28.6731464
157.6890125,2.02,-8.31,-51.27,-14.93,-17.87,-19.66,23.5562936
226.2012375,1.36,26.02,4.53,4.28,-17.03,-30.03,23.1023048
119.37995,4.19,25.2,1.69,18.01,18,18,12.4804251
215.6988625,1.62,26.07,4.47,4.08,-17.07,-29.98,23.1468662
116.42695,4.44,25.19,1.53,17.92,18,18.06,12.2008812
221.398625,1.56,26.03,4.42,4.63,-17.02,-30.22,23.2307617
13.7381125,15.3,18.53,17.85,-6.33,-18.19,-25.45,12.2700833
86.5911375,5.6,-8.32,-53.35,1.17,17.29,27.13,23.3688952
602.654325,-11.43,-17.25,-20.8,12.72,17.39,20.24,41.0781195
5.046275,9.31,-8,-55.22,10.67,-16.75,-33.48,23.1077606
118.5153,10.28,19.55,17.39,17.71,18.01,18.19,12.3177838
-38.753375,-20.46,-11.07,-41.57,17.53,18.01,18.3,12.09295
-13.1216375,-25.01,-10.96,-38.71,2.08,18.23,28.08,12.4289936
-6.9749,4.86,17.86,22.99,3.42,-16.6,-28.81,28.6419689
29.687825,8.65,-6.46,-52.47,-4.38,16.47,29.18,28.6805006
9.2447375,17.89,18.49,16.2,-5.14,-18.22,-26.24,12.2714606
116.3923,3.9,25.23,1.92,18.05,18,17.98,12.2623757
15.3392,15.02,18.53,18.03,-5.67,-18.22,-25.9,12.2657044
-38.8682375,-20.98,-11.06,-41.24,17.6,18.01,18.26,12.1578051
6.5143125,17.01,18.5,16.76,-5.79,-18.19,-25.79,12.3928431
648.7062,-10.56,-17.11,-21.06,12.02,17.26,20.48,41.1517873
634.1483,-11.29,-17.2,-20.77,12.34,17.31,20.36,41.1577016
3.8252875,16.36,18.51,17.18,-7.34,-18.17,-24.81,12.2470739
-53.195475,-25.43,-9.48,-36.41,7.81,-16.88,-31.94,23.1806334
-37.8981125,-20.7,-13.29,-28.94,0.73,-16.45,-30.16,23.0632032
119.2674,4.03,25.22,1.84,18.09,18,17.95,12.3454756
-52.095975,13.12,18.36,18.7,4.3,-15.82,-28.09,34.244423
1.6087375,14.23,18.55,18.53,-9.26,-18.14,-23.6,12.2615705
211.7140875,1.57,26.07,4.5,4.09,-17.07,-29.99,23.4513607
-38.6923625,-21.14,-11.01,-41.17,15.27,18.04,19.73,12.2326117
203.3244625,1.57,26.03,4.42,4.31,-17.03,-30.05,23.2125242
-38.795375,-21.54,-10.99,-40.89,-16.3,-18.03,-19.08,12.1581671
119.53695,4.3,25.12,1.66,17.23,18.63,16.29,12.2872123
579.942075,-11.44,-17.25,-20.8,13.99,17.54,19.7,41.1371217
14.78075,6.84,24.57,-1.01,-12.47,-18.26,-21.8,6.7123604
-38.8142875,-22.04,-10.96,-40.52,12.48,18.07,21.48,12.4245774
2.494575,17.38,18.5,16.52,-13.45,-18.09,-20.96,12.2321157
630.1662,-11.03,-17.16,-20.87,12.61,17.33,20.23,41.1141442
116.3134,5.26,25.13,0.91,17.38,18.01,18.41,12.2220605
115.5604,10.74,19.56,17.1,17.48,18.01,18.33,12.1092593
196.488075,1.91,26.08,4.31,5.12,-17.03,-30.55,23.0943546
13.251775,-14.6,-11.12,-45.21,16.24,18.02,19.11,12.4256632
116.44765,4.47,25.19,1.51,17.48,18.01,18.34,12.3397316
208.6102375,1.51,25.96,4.38,4.03,-17.11,-30.01,23.2181279
174.9461125,1.69,26.11,4.47,4.61,-17.02,-30.21,23.3412787
-61.1148,-22.79,-9.63,-38.19,-9.79,16.97,33.29,23.1044076
148.05585,18.53,26.69,-4.85,7.88,-16.92,-32.04,23.3068636
-38.808075,-20.57,-11.03,-41.42,17.61,18.01,18.25,12.2155983
10.4210375,9.32,-8,-55.23,13.39,-16.63,-34.95,23.2033341
14.67995,6.71,24.6,-0.86,-12.55,-18.25,-21.73,6.6816342
56.7075375,-11.36,-10.22,-45.79,17.4,17.99,18.35,17.7281707
9.7021125,-14.5,-11.23,-45.47,16.02,18.03,19.26,12.1681218
119.4084,4.56,25.09,1.45,17.3,18.62,16.24,12.5569563
116.6933,4.9,25.09,1.23,17.34,18.62,16.22,12.1668732
-34.260825,-18.28,-11.06,-42.88,15.01,18.04,19.89,12.3935363
-18.366425,-15.36,-11.1,-44.73,15.15,18.04,19.8,12.3356768
111.676475,5.67,-12.21,-43.28,10.38,-16.04,-35.4,23.1451252
-7.4791375,-14.69,-11.11,-45.26,15.98,18.03,19.28,12.3474326
200.544775,1.86,26.04,4.26,3.88,-17.05,-29.82,23.1939371
67.1468625,-8.92,-14.33,-37.67,-15.53,-17.43,-21.82,12.1745802
118.58345,10.4,19.55,17.31,18,18,18,12.3075938
116.4017,4.33,25.17,1.56,17.76,18,18.16,12.2188274
116.4546,4.59,25.17,1.39,17.9,18,18.07,12.2349238
115.6571,10.65,19.55,17.15,17.92,18,18.06,12.6359711
84.0666625,-11.09,-10.15,-45.87,18.33,18,17.81,17.7210222
145.84575,7.15,26.97,2.3,12.7,-15.9,-33.35,28.5274074
14.78105,6.69,24.58,-0.91,-12.49,-18.26,-21.78,6.7216423
59.0367875,12.89,25.07,-3.7,-5.59,-18.15,-25.82,12.3886578
115.68435,10.46,19.56,17.28,17.56,18.01,18.28,12.2233342
166.7314375,4.1,26.13,3.05,4.83,-17.01,-30.33,23.1650766
88.777925,7.66,-11.98,-44.14,8.1,-16.05,-34.01,23.373127
14.60185,6.7,24.6,-0.86,-12.58,-18.25,-21.71,6.8408624
629.9268,-11.18,-17.18,-20.8,12.68,17.34,20.2,41.1608035
636.3314,-10.64,-17.13,-21.05,12.71,17.35,20.2,41.1126225
-14.6175875,16.55,18.55,17.07,-8.05,-17.85,-23.85,17.8902592
-13.77455,17.26,18.5,16.6,-18.8,-18.01,-17.56,12.3712013
116.6438,4.64,25.07,1.35,17,18.62,16.43,12.1751785
630.6981,-10.84,-17.18,-21.06,12.3,17.34,20.42,41.1303715
14.71555,6.74,24.6,-0.89,-12.28,-18.26,-21.91,6.6524976
15.6779625,9.28,-8,-55.2,5.98,-16.96,-30.95,23.0897763
-40.9593875,-34.8,-10.81,-32.5,10.32,18.11,22.86,12.2947589
175.245375,9.08,26.35,0.35,5.01,-17,-30.43,23.0834335
140.8362125,6.39,-8.29,-53.78,2.99,17.37,26.15,23.3187206
638.994325,-10.65,-17.16,-21.14,12.09,17.31,20.5,41.1174775
644.1131,-11.11,-17.21,-20.94,12.24,17.33,20.44,41.111232
115.73895,10.67,19.55,17.14,18.2,18,17.88,12.1673364
173.0254375,3.29,26.18,3.6,3.9,-17.05,-29.83,23.216307
115.7713,10.37,19.56,17.33,17.6,18.01,18.26,12.3034012
116.48925,4.51,25.19,1.49,17.86,18,18.1,12.206525
158.097,7.95,26.3,0.96,6.26,-16.94,-31.1,23.6440349
116.74075,4.95,25.09,1.2,16.93,18.63,16.48,12.1925225
119.51795,4.39,25.19,1.56,18.38,18,17.77,12.3294277
210.2385375,0.72,25.96,4.85,3.58,-17.1,-29.71,23.060348
198.3323375,1.5,26.07,4.53,4.65,-17.05,-30.29,23.1157928
367.2332,-7.55,16.48,28.29,0.22,-16.36,-26.46,34.2565767
116.4553,4.65,25.19,1.4,17.55,18.01,18.29,12.2108179
275.4023875,0.42,26.48,5.65,9.99,-16.21,-32.2,29.1970321
640.267375,-11.07,-17.21,-20.96,12.1,17.32,20.5,41.1548941
647.1502,-11.25,-17.2,-20.79,12.75,17.35,20.18,41.1447281
143.394525,6.67,-6.78,-51.85,4.65,17.13,24.75,28.6617378
115.5716,10.6,19.55,17.19,17.61,18.01,18.25,12.2100264
61.874275,-8.1,-14.21,-37.96,-16.24,-17.4,-21.33,12.6377995
256.4386,-4.76,17.22,27.83,-0.5,-16.86,-26.85,28.7021239
-1.1811125,-14.94,-11.11,-45,15.17,18.04,19.79,12.2502118
-38.761025,-20.14,-11.08,-41.78,17.08,18.01,18.59,12.2531917
149.0652,-0.09,-13.47,-41.68,-17.87,-17.32,-20.2,17.6267058
644.05505,-11.19,-17.23,-20.92,12.04,17.32,20.53,41.1264239
115.56845,10.49,19.56,17.25,17.81,18.01,18.13,12.2849148
-40.9150875,-25.66,-10.91,-38.24,22.62,17.95,15.1,12.2011012
119.36415,4.27,25.22,1.69,18.56,17.99,17.65,12.6749581
636.415875,-10.98,-17.16,-20.89,12.3,17.3,20.36,41.0959124
-9.3337875,7.95,17.7,20.76,-3.43,-16.26,-24.06,41.0498759
-3.2260875,-15.37,-11.1,-44.72,17.32,18.01,18.43,12.2350716
187.7852375,1.4,26.02,4.51,4.59,-17.02,-30.2,23.2244622
-34.015675,-22.72,-11.03,-40.24,10.35,18.12,22.87,12.218502
116.65225,4.56,25.19,1.45,17.75,18,18.17,12.5502729
116.5343,4.56,25.17,1.41,17.6,18.01,18.27,12.2232529
636.26855,-11.11,-17.17,-20.83,12.24,17.29,20.39,41.0061485
5.6800125,-14.4,-11.17,-45.44,14.99,18.05,19.92,12.1931341
119.3735,3.97,25.22,1.88,18.01,18,18,12.3875553
-32.254825,-13.03,-18.1,-21.19,16.73,18.02,18.81,12.2348317
-38.5301875,-19.8,-14.13,-30.69,-11.38,-17.48,-24.43,12.175541
118.8173,10.63,19.55,17.17,18.33,18,17.8,12.4978548
226.2432,1.39,25.99,4.48,4.16,-17.07,-30.02,23.182426
52.274325,-0.54,-8.33,-49.76,11.33,-16.68,-33.76,23.3483034
116.90305,5.13,25.09,1.09,17.32,18.62,16.23,12.1423299
11.1546375,14.69,18.51,18.15,1.1,-17.69,-29.18,17.9556159
-38.955575,-17.97,-11.06,-43.18,20.76,17.96,16.26,12.2394112
-32.1957,-13.43,-18.09,-20.94,16.26,18.03,19.11,12.211665
118.55345,10.37,19.55,17.33,17.98,18,18.02,12.3046717
96.5443375,8.64,-6.55,-52.69,-0.65,16.75,27.37,28.6120049
-5.462075,4.94,18.12,23.42,5.84,-17.06,-31.05,23.269156
-24.56535,-12.64,-18.07,-21.34,16.81,18,18.69,12.5208217
1.40295,3.54,17.49,23.16,3.23,-16.08,-27.85,34.0335004
-51.2124125,-19.83,-13.19,-29.33,5.63,-16.16,-32.68,23.2327727
416.96705,-4.26,17.28,27.63,-3.74,-17.1,-25.25,28.6545884
-32.150975,-13.04,-18.05,-21.07,16.47,18,18.9,12.1970461
119.22395,4.47,25.19,1.51,17.99,18,18.01,12.4543546
401.798525,-7.18,16.51,28.12,-0.16,-16.39,-26.29,34.5902389
115.7352,10.47,19.56,17.27,17.72,18.01,18.18,12.241192
-38.865075,-21.87,-11.05,-40.67,17.01,18.02,18.63,12.2387975
-38.777675,-20.75,-11.07,-41.39,16.82,18.02,18.75,12.3061233
116.2786,3.94,25.08,1.8,16.29,18.64,16.87,12.2501926
